Date,Company,Sentiment Score
12/11/2023,CHAMBLFERT,0.5
29/11/2023,CHAMBLFERT,0.70095
08/01/2024,CHAMBLFERT,0.648
08/02/2024,CHAMBLFERT,0.7202
11/03/2024,CHAMBLFERT,0.5
28/03/2024,CHAMBLFERT,0.5
08/05/2024,CHAMBLFERT,0.7787
19/06/2024,CHAMBLFERT,0.5
19/06/2024,CHAMBLFERT,0.5
07/08/2024,CHAMBLFERT,0.81245
27/08/2024,CHAMBLFERT,0.648
18/09/2024,CHAMBLFERT,0.70095
06/11/2024,CHAMBLFERT,0.7202
13/12/2024,CHAMBLFERT,0.38685
09/01/2025,CHAMBLFERT,0.5
27/01/2025,CHAMBLFERT,0.5
25/02/2025,CHAMBLFERT,0.5
18/03/2025,CHAMBLFERT,0.648
27/01/2022,CHENNPETRO,0.5
17/02/2022,CHENNPETRO,0.58895
17/03/2022,CHENNPETRO,0.1452
26/04/2022,CHENNPETRO,0.0799
19/05/2022,CHENNPETRO,0.70095
28/06/2022,CHENNPETRO,0.21405
26/07/2022,CHENNPETRO,0.5
10/08/2022,CHENNPETRO,0.2447
01/09/2022,CHENNPETRO,0.5
29/09/2022,CHENNPETRO,0.5
24/11/2022,CHENNPETRO,0.74695
13/12/2022,CHENNPETRO,0.5
23/01/2023,CHENNPETRO,0.648
31/01/2023,CHENNPETRO,0.60115
05/03/2023,CHENNPETRO,0.11085
05/04/2023,CHENNPETRO,0.5
27/04/2023,CHENNPETRO,0.86755
10/06/2023,CHENNPETRO,0.5
28/06/2023,CHENNPETRO,0.5
09/08/2023,CHENNPETRO,0.5
20/09/2023,CHENNPETRO,0.7997
12/10/2023,CHENNPETRO,0.648
03/11/2023,CHENNPETRO,0.5
05/12/2023,CHENNPETRO,0.5
18/01/2024,CHENNPETRO,0.5
25/01/2024,CHENNPETRO,0.5
28/02/2024,CHENNPETRO,0.33
20/04/2024,CHENNPETRO,0.5
24/04/2024,CHENNPETRO,0.79295
24/05/2024,CHENNPETRO,0.70095
16/07/2024,CHENNPETRO,0.648
25/07/2024,CHENNPETRO,0.7202
16/09/2024,CHENNPETRO,0.5386
26/09/2024,CHENNPETRO,0.76335
23/10/2024,CHENNPETRO,0.20705
18/11/2024,CHENNPETRO,0.3634
19/12/2024,CHENNPETRO,0.5386
04/02/2025,CHENNPETRO,0.5
11/03/2025,CHENNPETRO,0.5
20/03/2025,CHENNPETRO,0.18755
17/02/2022,CHOLAHLDNG,0.82985
11/05/2022,CHOLAHLDNG,0.7997
28/07/2022,CHOLAHLDNG,0.77115
30/07/2022,CHOLAHLDNG,0.648
18/10/2022,CHOLAHLDNG,0.78595
24/11/2022,CHOLAHLDNG,0.70095
03/12/2022,CHOLAHLDNG,0.5
24/01/2023,CHOLAHLDNG,0.57655
31/01/2023,CHOLAHLDNG,0.648
25/02/2023,CHOLAHLDNG,0.70095
19/04/2023,CHOLAHLDNG,0.76335
05/05/2023,CHOLAHLDNG,0.6909
08/06/2023,CHOLAHLDNG,0.8825
04/07/2023,CHOLAHLDNG,0.9375
21/08/2023,CHOLAHLDNG,0.375
22/09/2023,CHOLAHLDNG,0.73835
29/09/2023,CHOLAHLDNG,0.5
10/11/2023,CHOLAHLDNG,0.5
22/11/2023,CHOLAHLDNG,0.81245
29/12/2023,CHOLAHLDNG,0.5
06/02/2024,CHOLAHLDNG,0.5
07/03/2024,CHOLAHLDNG,0.78595
15/04/2024,CHOLAHLDNG,0.60115
10/05/2024,CHOLAHLDNG,0.70095
19/06/2024,CHOLAHLDNG,0.7997
03/07/2024,CHOLAHLDNG,0.81845
08/08/2024,CHOLAHLDNG,0.70095
05/09/2024,CHOLAHLDNG,0.5
27/09/2024,CHOLAHLDNG,0.7997
09/11/2024,CHOLAHLDNG,0.5
27/11/2024,CHOLAHLDNG,0.38685
03/01/2025,CHOLAHLDNG,0.648
07/02/2025,CHOLAHLDNG,0.5
03/03/2025,CHOLAHLDNG,0.42345
21/03/2025,CHOLAHLDNG,0.8454
20/01/2022,CHOLAFIN,0.6909
09/02/2022,CHOLAFIN,0.5
04/03/2022,CHOLAFIN,0.60115
08/04/2022,CHOLAFIN,0.5
06/05/2022,CHOLAFIN,0.5
01/06/2022,CHOLAFIN,0.5129
30/07/2022,CHOLAFIN,0.7202
30/07/2022,CHOLAFIN,0.7202
20/09/2022,CHOLAFIN,0.5
18/10/2022,CHOLAFIN,0.78595
03/11/2022,CHOLAFIN,0.26165
28/11/2022,CHOLAFIN,0.8982
23/01/2023,CHOLAFIN,0.648
06/02/2023,CHOLAFIN,0.70095
08/03/2023,CHOLAFIN,0.67
19/04/2023,CHOLAFIN,0.76335
04/05/2023,CHOLAFIN,0.5
06/06/2023,CHOLAFIN,0.58895
14/07/2023,CHOLAFIN,0.86755
01/08/2023,CHOLAFIN,0.7202
15/09/2023,CHOLAFIN,0.5
28/09/2023,CHOLAFIN,0.648
04/11/2023,CHOLAFIN,0.79295
22/11/2023,CHOLAFIN,0.81245
01/01/2024,CHOLAFIN,0.55135
20/02/2024,CHOLAFIN,0.375
20/02/2024,CHOLAFIN,0.375
26/03/2024,CHOLAFIN,0.5
30/04/2024,CHOLAFIN,0.5
21/05/2024,CHOLAFIN,0.5
13/07/2024,CHOLAFIN,0.5
26/07/2024,CHOLAFIN,0.7202
05/09/2024,CHOLAFIN,0.648
10/10/2024,CHOLAFIN,0.5
26/10/2024,CHOLAFIN,0.7202
11/12/2024,CHOLAFIN,0.7787
02/01/2025,CHOLAFIN,0.5
13/02/2025,CHOLAFIN,0.5
27/02/2025,CHOLAFIN,0.5
21/03/2025,CHOLAFIN,0.7553
26/01/2022,CIPLA,0.3409
15/02/2022,CIPLA,0.648
17/03/2022,CIPLA,0.8715
10/05/2022,CIPLA,0.625
27/06/2022,CIPLA,0.5
15/07/2022,CIPLA,0.7202
01/08/2022,CIPLA,0.5
19/09/2022,CIPLA,0.5
11/10/2022,CIPLA,0.5
07/11/2022,CIPLA,0.81845
22/12/2022,CIPLA,0.648
24/01/2023,CIPLA,0.648
20/02/2023,CIPLA,0.57655
15/03/2023,CIPLA,0.7787
19/04/2023,CIPLA,0.60115
06/05/2023,CIPLA,0.87895
18/06/2023,CIPLA,0.73835
10/07/2023,CIPLA,0.5
09/08/2023,CIPLA,0.5
05/09/2023,CIPLA,0.73835
15/10/2023,CIPLA,0.38685
07/11/2023,CIPLA,0.70095
23/11/2023,CIPLA,0.4871
17/01/2024,CIPLA,0.5
23/01/2024,CIPLA,0.8953
21/02/2024,CIPLA,0.61315
05/04/2024,CIPLA,0.5
14/05/2024,CIPLA,0.5
18/06/2024,CIPLA,0.5
24/06/2024,CIPLA,0.5
29/07/2024,CIPLA,0.5
05/09/2024,CIPLA,0.648
09/10/2024,CIPLA,0.7553
31/10/2024,CIPLA,0.5
02/12/2024,CIPLA,0.41105
01/01/2025,CIPLA,0.7553
14/02/2025,CIPLA,0.648
14/02/2025,CIPLA,0.648
20/03/2025,CIPLA,0.648
24/01/2022,CUB,0.6366
22/02/2022,CUB,0.5
21/03/2022,CUB,0.5
06/04/2022,CUB,0.5
07/05/2022,CUB,0.5
14/06/2022,CUB,0.57655
06/07/2022,CUB,0.5
08/08/2022,CUB,0.8243
30/08/2022,CUB,0.5
15/10/2022,CUB,0.5
19/11/2022,CUB,0.8333
21/12/2022,CUB,0.38685
11/01/2023,CUB,0.7202
14/02/2023,CUB,0.57655
07/03/2023,CUB,0.7553
05/04/2023,CUB,0.85015
27/04/2023,CUB,0.5
29/05/2023,CUB,0.60115
26/06/2023,CUB,0.5
14/08/2023,CUB,0.42345
22/09/2023,CUB,0.5
23/09/2023,CUB,0.60115
16/11/2023,CUB,0.8062
24/11/2023,CUB,0.7202
20/01/2024,CUB,0.7202
15/02/2024,CUB,0.88585
24/02/2024,CUB,0.6909
30/03/2024,CUB,0.5
29/04/2024,CUB,0.5
18/06/2024,CUB,0.60115
20/06/2024,CUB,0.5
26/07/2024,CUB,0.7202
30/08/2024,CUB,0.5
01/10/2024,CUB,0.5
22/10/2024,CUB,0.648
04/12/2024,CUB,0.7553
30/12/2024,CUB,0.2213
16/01/2025,CUB,0.7553
13/03/2025,CUB,0.5
18/03/2025,CUB,0.648
16/03/2022,CLEAN,0.5
24/05/2022,CLEAN,0.60115
06/07/2022,CLEAN,0.5
12/11/2022,CLEAN,0.81845
23/01/2023,CLEAN,0.90455
23/03/2023,CLEAN,0.5
13/04/2023,CLEAN,0.8715
29/05/2023,CLEAN,0.74695
27/06/2023,CLEAN,0.1757
24/08/2023,CLEAN,0.70095
24/08/2023,CLEAN,0.70095
20/10/2023,CLEAN,0.70095
20/11/2023,CLEAN,0.7202
24/11/2023,CLEAN,0.5
26/12/2023,CLEAN,0.61315
03/02/2024,CLEAN,0.9088
13/03/2024,CLEAN,0.39885
06/04/2024,CLEAN,0.5
15/05/2024,CLEAN,0.7997
08/07/2024,CLEAN,0.81245
01/08/2024,CLEAN,0.60115
29/08/2024,CLEAN,0.67975
14/10/2024,CLEAN,0.61315
08/11/2024,CLEAN,0.8404
11/12/2024,CLEAN,0.88585
08/01/2025,CLEAN,0.70095
02/02/2025,CLEAN,0.60115
01/03/2025,CLEAN,0.86345
17/03/2025,CLEAN,0.648
22/01/2022,COALINDIA,0.352
01/02/2022,COALINDIA,0.5
06/03/2022,COALINDIA,0.5
21/04/2022,COALINDIA,0.33435
26/05/2022,COALINDIA,0.5
01/06/2022,COALINDIA,0.5
01/07/2022,COALINDIA,0.5
11/08/2022,COALINDIA,0.8404
21/09/2022,COALINDIA,0.7202
12/10/2022,COALINDIA,0.5
24/11/2022,COALINDIA,0.6591
12/12/2022,COALINDIA,0.70095
02/01/2023,COALINDIA,0.5
31/01/2023,COALINDIA,0.60115
23/03/2023,COALINDIA,0.57655
28/03/2023,COALINDIA,0.5
08/05/2023,COALINDIA,0.81245
01/06/2023,COALINDIA,0.57655
03/07/2023,COALINDIA,0.6909
08/08/2023,COALINDIA,0.7202
12/09/2023,COALINDIA,0.5
10/10/2023,COALINDIA,0.44865
22/11/2023,COALINDIA,0.648
22/11/2023,COALINDIA,0.648
02/01/2024,COALINDIA,0.5
05/02/2024,COALINDIA,0.648
20/02/2024,COALINDIA,0.5
01/04/2024,COALINDIA,0.5
24/04/2024,COALINDIA,0.79725
21/05/2024,COALINDIA,0.7787
16/07/2024,COALINDIA,0.83525
08/08/2024,COALINDIA,0.648
04/09/2024,COALINDIA,0.648
15/10/2024,COALINDIA,0.648
28/10/2024,COALINDIA,0.3634
09/12/2024,COALINDIA,0.648
24/12/2024,COALINDIA,0.648
11/02/2025,COALINDIA,0.648
28/02/2025,COALINDIA,0.85285
19/03/2025,COALINDIA,0.2706
31/01/2022,COCHINSHIP,0.5
09/02/2022,COCHINSHIP,0.648
17/03/2022,COCHINSHIP,0.5
01/05/2022,COCHINSHIP,0.5
01/05/2022,COCHINSHIP,0.5
13/06/2022,COCHINSHIP,0.5
28/07/2022,COCHINSHIP,0.5
13/08/2022,COCHINSHIP,0.5
17/09/2022,COCHINSHIP,0.5
10/10/2022,COCHINSHIP,0.5129
21/11/2022,COCHINSHIP,0.23665
08/12/2022,COCHINSHIP,0.5
09/01/2023,COCHINSHIP,0.57655
19/02/2023,COCHINSHIP,0.67
20/03/2023,COCHINSHIP,0.648
08/04/2023,COCHINSHIP,0.7202
23/05/2023,COCHINSHIP,0.44865
12/06/2023,COCHINSHIP,0.89225
11/07/2023,COCHINSHIP,0.648
01/08/2023,COCHINSHIP,0.5
07/09/2023,COCHINSHIP,0.83525
16/10/2023,COCHINSHIP,0.5
08/11/2023,COCHINSHIP,0.648
23/11/2023,COCHINSHIP,0.55135
10/01/2024,COCHINSHIP,0.648
30/01/2024,COCHINSHIP,0.7202
28/02/2024,COCHINSHIP,0.5
09/04/2024,COCHINSHIP,0.5
14/05/2024,COCHINSHIP,0.67
24/05/2024,COCHINSHIP,0.61315
08/07/2024,COCHINSHIP,0.6591
09/08/2024,COCHINSHIP,0.81245
05/09/2024,COCHINSHIP,0.8062
16/10/2024,COCHINSHIP,0.76335
23/10/2024,COCHINSHIP,0.648
02/12/2024,COCHINSHIP,0.5258
27/12/2024,COCHINSHIP,0.6909
10/02/2025,COCHINSHIP,0.648
01/03/2025,COCHINSHIP,0.5
19/03/2025,COCHINSHIP,0.8592
12/01/2022,COFORGE,0.77115
03/02/2022,COFORGE,0.6909
11/03/2022,COFORGE,0.5
12/05/2022,COFORGE,0.7202
21/06/2022,COFORGE,0.5
19/07/2022,COFORGE,0.60115
26/08/2022,COFORGE,0.6591
22/09/2022,COFORGE,0.70095
20/10/2022,COFORGE,0.7202
13/11/2022,COFORGE,0.60115
07/12/2022,COFORGE,0.5
20/01/2023,COFORGE,0.81245
13/02/2023,COFORGE,0.5
13/03/2023,COFORGE,0.7202
27/03/2023,COFORGE,0.41105
23/05/2023,COFORGE,0.5
20/06/2023,COFORGE,0.3194
30/06/2023,COFORGE,0.5
24/08/2023,COFORGE,0.41105
24/08/2023,COFORGE,0.41105
25/09/2023,COFORGE,0.648
17/11/2023,COFORGE,0.8204
11/12/2023,COFORGE,0.352
05/01/2024,COFORGE,0.4871
23/01/2024,COFORGE,0.5
18/03/2024,COFORGE,0.7997
05/04/2024,COFORGE,0.5
09/05/2024,COFORGE,0.5
21/05/2024,COFORGE,0.79295
05/07/2024,COFORGE,0.5
23/07/2024,COFORGE,0.648
16/09/2024,COFORGE,0.5
16/10/2024,COFORGE,0.5
11/11/2024,COFORGE,0.648
26/11/2024,COFORGE,0.8243
20/12/2024,COFORGE,0.648
24/01/2025,COFORGE,0.648
25/02/2025,COFORGE,0.5
17/03/2025,COFORGE,0.7202
06/01/2022,COLPAL,0.5
31/01/2022,COLPAL,0.2706
10/03/2022,COLPAL,0.5
28/04/2022,COLPAL,0.5
18/05/2022,COLPAL,0.71075
19/06/2022,COLPAL,0.5
12/07/2022,COLPAL,0.8548
22/08/2022,COLPAL,0.70095
01/09/2022,COLPAL,0.5
26/10/2022,COLPAL,0.79295
08/11/2022,COLPAL,0.60115
14/12/2022,COLPAL,0.91355
25/01/2023,COLPAL,0.4871
30/01/2023,COLPAL,0.5
02/03/2023,COLPAL,0.5
26/04/2023,COLPAL,0.5
15/05/2023,COLPAL,0.5
16/06/2023,COLPAL,0.7202
05/07/2023,COLPAL,0.8825
23/08/2023,COLPAL,0.74695
03/09/2023,COLPAL,0.5
16/10/2023,COLPAL,0.60115
27/10/2023,COLPAL,0.648
10/12/2023,COLPAL,0.6806
10/01/2024,COLPAL,0.7202
23/01/2024,COLPAL,0.67
15/03/2024,COLPAL,0.60115
27/03/2024,COLPAL,0.73835
15/05/2024,COLPAL,0.88915
08/06/2024,COLPAL,0.60115
11/07/2024,COLPAL,0.87895
30/07/2024,COLPAL,0.5
22/08/2024,COLPAL,0.76335
17/10/2024,COLPAL,0.8548
17/10/2024,COLPAL,0.5
29/11/2024,COLPAL,0.8326
09/01/2025,COLPAL,0.7997
07/02/2025,COLPAL,0.61315
07/03/2025,COLPAL,0.5
17/03/2025,COLPAL,0.352
14/02/2022,CAMS,0.5
07/03/2022,CAMS,0.25305
10/06/2022,CAMS,0.5
14/08/2022,CAMS,0.77115
26/09/2022,CAMS,0.5
20/10/2022,CAMS,0.60115
14/11/2022,CAMS,0.8243
21/12/2022,CAMS,0.7202
07/02/2023,CAMS,0.81245
05/03/2023,CAMS,0.5
05/05/2023,CAMS,0.5
27/06/2023,CAMS,0.1757
08/08/2023,CAMS,0.648
29/08/2023,CAMS,0.648
02/10/2023,CAMS,0.5
16/11/2023,CAMS,0.77115
04/12/2023,CAMS,0.81245
11/01/2024,CAMS,0.44865
24/01/2024,CAMS,0.5
29/02/2024,CAMS,0.60115
02/04/2024,CAMS,0.8715
10/05/2024,CAMS,0.85015
07/06/2024,CAMS,0.5
02/07/2024,CAMS,0.5
02/08/2024,CAMS,0.7202
19/08/2024,CAMS,0.7553
03/10/2024,CAMS,0.24885
07/11/2024,CAMS,0.5
11/12/2024,CAMS,0.5
08/01/2025,CAMS,0.81845
01/02/2025,CAMS,0.38685
21/02/2025,CAMS,0.5
19/03/2025,CAMS,0.5
05/05/2022,CONCORDBIO,0.5
21/06/2022,CONCORDBIO,0.5
16/08/2022,CONCORDBIO,0.5
18/08/2023,CONCORDBIO,0.7997
04/09/2023,CONCORDBIO,0.67
06/10/2023,CONCORDBIO,0.5
06/11/2023,CONCORDBIO,0.5386
12/12/2023,CONCORDBIO,0.83525
02/01/2024,CONCORDBIO,0.5
04/02/2024,CONCORDBIO,0.5
23/02/2024,CONCORDBIO,0.5
02/04/2024,CONCORDBIO,0.5
19/05/2024,CONCORDBIO,0.5
28/05/2024,CONCORDBIO,0.73835
14/08/2024,CONCORDBIO,0.26165
05/09/2024,CONCORDBIO,0.648
20/09/2024,CONCORDBIO,0.64075
15/11/2024,CONCORDBIO,0.5
25/11/2024,CONCORDBIO,0.5
31/12/2024,CONCORDBIO,0.5
14/02/2025,CONCORDBIO,0.2798
14/02/2025,CONCORDBIO,0.2798
19/03/2025,CONCORDBIO,0.648
12/01/2022,CONCOR,0.5
01/02/2022,CONCOR,0.4614
27/03/2022,CONCOR,0.60115
22/04/2022,CONCOR,0.648
25/05/2022,CONCOR,0.91125
31/05/2022,CONCOR,0.5
25/07/2022,CONCOR,0.7553
08/08/2022,CONCOR,0.5
12/09/2022,CONCOR,0.648
15/10/2022,CONCOR,0.70095
18/11/2022,CONCOR,0.23665
28/11/2022,CONCOR,0.60115
31/12/2022,CONCOR,0.5
27/01/2023,CONCOR,0.8454
16/03/2023,CONCOR,0.8454
11/04/2023,CONCOR,0.57655
18/05/2023,CONCOR,0.648
11/06/2023,CONCOR,0.38685
20/07/2023,CONCOR,0.8702
11/08/2023,CONCOR,0.5
01/09/2023,CONCOR,0.67
15/10/2023,CONCOR,0.6357
16/11/2023,CONCOR,0.7202
10/12/2023,CONCOR,0.5
26/12/2023,CONCOR,0.60115
29/01/2024,CONCOR,0.5
18/03/2024,CONCOR,0.5
21/03/2024,CONCOR,0.5
17/05/2024,CONCOR,0.3634
19/06/2024,CONCOR,0.36225
24/06/2024,CONCOR,0.71075
08/08/2024,CONCOR,0.7202
17/09/2024,CONCOR,0.625
14/10/2024,CONCOR,0.648
05/11/2024,CONCOR,0.5
12/12/2024,CONCOR,0.22885
14/01/2025,CONCOR,0.5
22/01/2025,CONCOR,0.5
19/02/2025,CONCOR,0.8592
20/03/2025,CONCOR,0.5
28/01/2022,COROMANDEL,0.60115
03/02/2022,COROMANDEL,0.5
11/03/2022,COROMANDEL,0.5
20/05/2022,COROMANDEL,0.5
13/06/2022,COROMANDEL,0.5386
21/07/2022,COROMANDEL,0.5
29/08/2022,COROMANDEL,0.33
28/09/2022,COROMANDEL,0.5
28/09/2022,COROMANDEL,0.5
03/11/2022,COROMANDEL,0.352
06/12/2022,COROMANDEL,0.5
14/01/2023,COROMANDEL,0.5
31/01/2023,COROMANDEL,0.60115
23/03/2023,COROMANDEL,0.67
14/04/2023,COROMANDEL,0.60115
17/05/2023,COROMANDEL,0.7202
14/06/2023,COROMANDEL,0.648
29/06/2023,COROMANDEL,0.5
02/08/2023,COROMANDEL,0.7294
22/09/2023,COROMANDEL,0.7294
19/10/2023,COROMANDEL,0.5
17/11/2023,COROMANDEL,0.648
09/12/2023,COROMANDEL,0.5
01/01/2024,COROMANDEL,0.33
02/02/2024,COROMANDEL,0.5
26/02/2024,COROMANDEL,0.8592
09/04/2024,COROMANDEL,0.5
25/04/2024,COROMANDEL,0.7202
03/06/2024,COROMANDEL,0.5
21/06/2024,COROMANDEL,0.7787
16/08/2024,COROMANDEL,0.5
19/08/2024,COROMANDEL,0.60115
25/09/2024,COROMANDEL,0.5
24/10/2024,COROMANDEL,0.7202
20/11/2024,COROMANDEL,0.61315
02/01/2025,COROMANDEL,0.5
29/01/2025,COROMANDEL,0.5
13/03/2025,COROMANDEL,0.648
17/03/2025,COROMANDEL,0.5
25/01/2022,CRAFTSMAN,0.564
04/02/2022,CRAFTSMAN,0.5
14/04/2022,CRAFTSMAN,0.77115
08/07/2022,CRAFTSMAN,0.5
18/08/2022,CRAFTSMAN,0.8243
18/10/2022,CRAFTSMAN,0.5
29/10/2022,CRAFTSMAN,0.5
07/12/2022,CRAFTSMAN,0.7202
25/01/2023,CRAFTSMAN,0.82985
17/02/2023,CRAFTSMAN,0.72745
11/04/2023,CRAFTSMAN,0.5
22/06/2023,CRAFTSMAN,0.648
14/07/2023,CRAFTSMAN,0.39885
11/09/2023,CRAFTSMAN,0.5
10/11/2023,CRAFTSMAN,0.5
19/12/2023,CRAFTSMAN,0.71075
19/02/2024,CRAFTSMAN,0.5
29/02/2024,CRAFTSMAN,0.7997
09/04/2024,CRAFTSMAN,0.5
29/04/2024,CRAFTSMAN,0.8953
19/06/2024,CRAFTSMAN,0.67
19/06/2024,CRAFTSMAN,0.67
25/07/2024,CRAFTSMAN,0.71075
26/08/2024,CRAFTSMAN,0.70095
09/10/2024,CRAFTSMAN,0.58895
23/10/2024,CRAFTSMAN,0.5
03/12/2024,CRAFTSMAN,0.70095
17/12/2024,CRAFTSMAN,0.7787
01/02/2025,CRAFTSMAN,0.36915
06/03/2025,CRAFTSMAN,0.23665
19/03/2025,CRAFTSMAN,0.23665
10/01/2022,CREDITACC,0.26165
04/02/2022,CREDITACC,0.5
23/03/2022,CREDITACC,0.5
19/10/2022,CREDITACC,0.5
31/03/2023,CREDITACC,0.77115
17/05/2023,CREDITACC,0.44865
24/06/2023,CREDITACC,0.60115
27/06/2023,CREDITACC,0.648
23/08/2023,CREDITACC,0.5
17/09/2023,CREDITACC,0.78595
23/10/2023,CREDITACC,0.7553
23/10/2023,CREDITACC,0.7553
13/12/2023,CREDITACC,0.5
19/01/2024,CREDITACC,0.8548
24/01/2024,CREDITACC,0.70095
04/03/2024,CREDITACC,0.70095
12/04/2024,CREDITACC,0.5
08/05/2024,CREDITACC,0.81845
23/05/2024,CREDITACC,0.5
11/07/2024,CREDITACC,0.5
12/08/2024,CREDITACC,0.5
02/09/2024,CREDITACC,0.564
10/10/2024,CREDITACC,0.28925
25/10/2024,CREDITACC,0.7202
29/11/2024,CREDITACC,0.5129
15/01/2025,CREDITACC,0.648
15/01/2025,CREDITACC,0.648
20/02/2025,CREDITACC,0.44865
19/03/2025,CREDITACC,0.5
11/01/2022,CROMPTON,0.88585
23/02/2022,CROMPTON,0.5
20/03/2022,CROMPTON,0.60115
27/05/2022,CROMPTON,0.5
08/06/2022,CROMPTON,0.4614
27/07/2022,CROMPTON,0.5
06/08/2022,CROMPTON,0.73835
06/09/2022,CROMPTON,0.2798
12/10/2022,CROMPTON,0.5
28/10/2022,CROMPTON,0.30575
08/12/2022,CROMPTON,0.29905
28/12/2022,CROMPTON,0.5
02/02/2023,CROMPTON,0.9201
26/03/2023,CROMPTON,0.5
26/04/2023,CROMPTON,0.57655
26/04/2023,CROMPTON,0.57655
28/05/2023,CROMPTON,0.78595
27/06/2023,CROMPTON,0.5
16/08/2023,CROMPTON,0.5
07/09/2023,CROMPTON,0.648
20/10/2023,CROMPTON,0.70095
31/10/2023,CROMPTON,0.5
06/12/2023,CROMPTON,0.86755
28/12/2023,CROMPTON,0.5
14/02/2024,CROMPTON,0.7202
02/03/2024,CROMPTON,0.5
27/03/2024,CROMPTON,0.86345
17/05/2024,CROMPTON,0.7202
23/05/2024,CROMPTON,0.5
12/07/2024,CROMPTON,0.7787
31/07/2024,CROMPTON,0.8454
12/09/2024,CROMPTON,0.7787
26/09/2024,CROMPTON,0.5
14/11/2024,CROMPTON,0.7202
09/12/2024,CROMPTON,0.7997
01/01/2025,CROMPTON,0.5386
12/02/2025,CROMPTON,0.625
18/02/2025,CROMPTON,0.648
17/03/2025,CROMPTON,0.5
17/02/2022,CUMMINSIND,0.82985
09/03/2022,CUMMINSIND,0.5
25/04/2022,CUMMINSIND,0.60115
17/05/2022,CUMMINSIND,0.5
30/06/2022,CUMMINSIND,0.83525
19/07/2022,CUMMINSIND,0.81845
05/08/2022,CUMMINSIND,0.6591
06/09/2022,CUMMINSIND,0.70095
11/10/2022,CUMMINSIND,0.5
04/11/2022,CUMMINSIND,0.8243
08/12/2022,CUMMINSIND,0.5
19/01/2023,CUMMINSIND,0.9037
09/02/2023,CUMMINSIND,0.67
13/03/2023,CUMMINSIND,0.5
26/04/2023,CUMMINSIND,0.6909
24/05/2023,CUMMINSIND,0.7202
14/06/2023,CUMMINSIND,0.5
30/06/2023,CUMMINSIND,0.5
03/08/2023,CUMMINSIND,0.7202
14/09/2023,CUMMINSIND,0.5
28/09/2023,CUMMINSIND,0.70095
07/11/2023,CUMMINSIND,0.5
12/12/2023,CUMMINSIND,0.5
16/01/2024,CUMMINSIND,0.648
08/02/2024,CUMMINSIND,0.8953
21/03/2024,CUMMINSIND,0.5
22/03/2024,CUMMINSIND,0.5
15/05/2024,CUMMINSIND,0.5
07/06/2024,CUMMINSIND,0.5
16/07/2024,CUMMINSIND,0.5
02/08/2024,CUMMINSIND,0.648
26/08/2024,CUMMINSIND,0.648
11/10/2024,CUMMINSIND,0.5258
13/11/2024,CUMMINSIND,0.7997
26/11/2024,CUMMINSIND,0.73835
26/12/2024,CUMMINSIND,0.28925
15/01/2025,CUMMINSIND,0.67
14/02/2025,CUMMINSIND,0.436
19/03/2025,CUMMINSIND,0.8715
20/01/2022,CYIENT,0.7202
16/02/2022,CYIENT,0.5
21/03/2022,CYIENT,0.86345
22/04/2022,CYIENT,0.5
22/07/2022,CYIENT,0.70095
14/08/2022,CYIENT,0.77115
14/10/2022,CYIENT,0.5
11/11/2022,CYIENT,0.8243
10/01/2023,CYIENT,0.59675
03/03/2023,CYIENT,0.8592
05/04/2023,CYIENT,0.5
28/04/2023,CYIENT,0.5
01/06/2023,CYIENT,0.7997
27/06/2023,CYIENT,0.5
26/07/2023,CYIENT,0.7202
04/09/2023,CYIENT,0.67
09/10/2023,CYIENT,0.5
01/11/2023,CYIENT,0.5
11/12/2023,CYIENT,0.648
12/01/2024,CYIENT,0.74695
25/01/2024,CYIENT,0.625
20/03/2024,CYIENT,0.61965
27/03/2024,CYIENT,0.5
24/04/2024,CYIENT,0.7202
19/06/2024,CYIENT,0.5
12/07/2024,CYIENT,0.5
26/07/2024,CYIENT,0.29905
21/08/2024,CYIENT,0.2798
07/10/2024,CYIENT,0.5
06/11/2024,CYIENT,0.6591
18/11/2024,CYIENT,0.5
14/01/2025,CYIENT,0.648
24/01/2025,CYIENT,0.648
20/02/2025,CYIENT,0.648
18/03/2025,CYIENT,0.67
12/01/2022,DLF,0.77115
03/02/2022,DLF,0.5
27/03/2022,DLF,0.67
04/04/2022,DLF,0.648
17/05/2022,DLF,0.81245
02/06/2022,DLF,0.5
29/07/2022,DLF,0.5
01/08/2022,DLF,0.8592
26/09/2022,DLF,0.5
06/10/2022,DLF,0.5
07/11/2022,DLF,0.8243
05/12/2022,DLF,0.5
26/01/2023,DLF,0.5
26/01/2023,DLF,0.5
19/03/2023,DLF,0.5
27/03/2023,DLF,0.61315
15/05/2023,DLF,0.5
13/06/2023,DLF,0.5
21/07/2023,DLF,0.7202
01/08/2023,DLF,0.5258
06/09/2023,DLF,0.7992
04/10/2023,DLF,0.83525
31/10/2023,DLF,0.648
20/12/2023,DLF,0.61315
08/01/2024,DLF,0.61315
24/01/2024,DLF,0.67
04/03/2024,DLF,0.5
27/03/2024,DLF,0.5
15/05/2024,DLF,0.61295
31/05/2024,DLF,0.5
26/06/2024,DLF,0.8243
16/08/2024,DLF,0.648
06/09/2024,DLF,0.7997
03/10/2024,DLF,0.5129
04/11/2024,DLF,0.57655
03/12/2024,DLF,0.7997
10/01/2025,DLF,0.5
10/02/2025,DLF,0.5386
